0	,doc_id,doc_text	0.08177394900072149	0.2663444833515345	0.063659243956721	0.04725767560491019	0.10226957312760525	0.2659752950749647	0.02352233202504072	0.056294132677499754	0.060208059822910984	0.032695255358091584
1	0,A0001,"['he',	0.1075744356667224	0.03427733231459192	0.12939466606737274	0.028252472942799745	0.0017565536328089718	0.05132093439112064	0.08778679281091029	0.13787862199960252	0.417933251557884	0.003824938616186766
2	1,A0002,"['shepherds',	0.0050332977081769415	0.428742510165643	0.003918312991204737	0.2588493125660293	0.006294831230846732	0.002152222125591896	0.0014478315077038769	0.17409200598123759	0.11745723831687192	0.002012437406694035
3	2,A0003,"['washington',	0.007324529198432226	0.27215556342716757	0.2953841173326711	0.0869992141102397	0.15400139660627327	0.10658984914250247	0.0021069058035965474	0.04642545213183923	0.026084443596687414	0.0029285286505905026
4	3,A0004,"['head',	0.033573644076466916	0.7476774651190362	0.006833085722419019	0.05466487383373603	0.010977459305850703	0.028549380707827997	0.0025248510841187244	0.006042525960818824	0.10564725556765801	0.003509458622067603
5	4,A0005,"['dear',	0.6551805254540514	0.002030582712301196	0.070033876943625	0.0027157024061433433	0.09880291005446835	0.0020093669948930333	0.0013517307582488981	0.0032349900753086192	0.016735036118493075	0.14790527848246707
6	5,A0006,"['staunton',	0.4440963744511719	0.003701082534822384	0.0066677511405332755	0.10173455549411568	0.1800851167386374	0.0520547761452582	0.07505230362769189	0.0058963199063582555	0.00630626967273503	0.12440545028867601
7	6,A0007,"['my',	0.5609524029308466	0.0029230811219554645	0.005266128842415881	0.003909330256855434	0.40976849534989296	0.0028925404979912917	0.0019458545753726563	0.004656859512081419	0.004980634086620463	0.002704672825967804
8	7,A0008,"['craigsville',	0.4704045932579964	7.791083291586497E-4	0.03196458827010264	0.0010419798963740145	0.3282386309419627	7.709681327304809E-4	0.07692107108072871	0.05726967213669123	0.0064210169572027805	0.026188370997052436
9	8,A0009,"['dear',	0.1420844812571409	9.722402795599062E-4	0.014463784617155032	0.001300274670199535	0.6320691810252667	9.620822225159753E-4	0.007003320789431906	0.1286711872119216	0.05886162417204841	0.013611823754759979
10	9,A0010,"['staunton',	0.5858496086944054	0.004882448674459494	0.04071553802532675	0.006529789470173663	0.23756734178116326	0.004831436395713261	0.0032501783891182466	0.007778394304943421	0.1040776249303633	0.004517639334333299
11	10,A0011,"['dear',	0.3610148464109527	9.97603813482459E-4	0.3344157036878875	0.07959736123281622	0.17245750337030855	9.87180755872477E-4	6.64091027201957E-4	0.001589316414522439	0.0016998158282550053	0.04657657745870057
12	11,A0012,"['to',	0.5539301330133853	0.13256035139853956	0.00879606234430673	0.006529789470173663	0.2694868174621832	0.004831436395713261	0.0032501783891182466	0.007778394304943421	0.00831919788730323	0.004517639334333299
13	12,A0013,"['boliver',	0.009235500173675191	0.708421248392193	0.0071896363793454675	0.10969732460029027	0.037640281373537456	0.10830914196001863	0.0026565979038213304	0.00635782518116321	0.006799861737706157	0.0036925822982493525
14	13,A0014,"['bolivar',	0.016596591388023333	0.38225066085466175	0.012920086077913034	0.009591273768074142	0.020756320776577148	0.4290606167430145	0.004774020796153208	0.011425285546420071	0.10598941469848008	0.006635729350682805
15	14,A0018,"['head',	0.009000672468321615	0.410715477901274	0.08328673746009482	0.005201544806528009	0.011256579172769548	0.0038486589815772956	0.002589049554725991	0.006196167071666623	0.4643064202324535	0.0035986923505886117
16	15,A0019,"['head',	0.01397561160446076	0.598249433317539	0.010879710218775162	0.00807659318957432	0.01747842498070868	0.0454566211583686	0.0040200941795074325	0.28598583067644145	0.010289884123557715	0.005587796551066905
17	16,A0020,"['head',	0.012495606012778427	0.6054947611636438	0.009727557997076959	0.007221288719142548	0.015627474379234296	0.0053430814731444945	0.003594369564860761	0.008602119762650892	0.3268976873623125	0.004996053565155458
18	17,A0100,"['camp',	0.13791562544848884	0.1540747405438609	0.0024752831414175144	0.010819934432393203	0.19260695641436218	0.0013596053087186945	0.036844221792880855	0.4602912430188449	0.0023410896233456487	0.0012713002756873039
19	18,A0101,"['camp',	0.057988232411753875	0.05581096531773814	0.0029846622479321235	0.013046527601271198	0.5246758278082231	0.0016393933159084678	0.022764549064901378	0.3167340723504147	0.002822853555987117	0.0015329163258699632
20	19,A0102,"['dear',	0.010311621756390053	0.004455771047670554	0.008027373668522167	0.06421921027074011	0.8867969969136621	0.004409216736531108	0.002966145008703204	0.007098639730231117	0.007592182439110102	0.004122842428439539
21	20,A0111,"['dear',	0.20934054956315332	0.12021026439800758	0.1084271428014669	0.0012839527700632602	0.03416022049962545	0.5218852134417846	6.390827093231126E-4	0.0015294659896915145	0.0016358042201662778	8.883036067179232E-4
22	21,A0112,"['camp',	0.03555631691512657	0.5952894593319052	0.0029213801723092536	0.0021686973944501507	0.015294455224563715	0.18182524146512652	0.0010794610509535256	0.023785812950764564	0.14057876071141634	0.0015004147833840608
23	22,A0139,"['camp',	0.057248286375454274	7.712515963991791E-4	0.05181077359818677	0.0010314722977767922	0.022400717174462643	7.631934878470503E-4	5.134114945851555E-4	0.18778755977592215	0.6769597093809859	7.136248183798881E-4
24	23,A0203,"['staunton',	0.08421028325320536	0.0017515569766083348	0.0947633201627538	0.3458716763781102	0.1768340099462159	0.001733256546089105	0.012616958632600874	0.27761377924002095	0.0029844756332035416	0.001620683231191921
25	24,A0205,"['1868',	0.1235663482613122	0.16508547629206827	0.2602324821939224	0.23551453905692424	0.03329672113046436	0.0034933612732391656	0.0023500355558314966	0.05178279115237904	0.006015180857954311	0.1186630642259045
